PLAYER,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TEAM,GAME_ID
Reggie Bullock,31:37,5,11,.455,3,9,.333,0,0,,0,2,2,6,0,0,3,1,13,+20,DET,320
Blake Griffin,31:03,7,12,.583,2,4,.500,4,7,.571,1,9,10,5,0,0,2,5,20,+21,DET,320
Andre Drummond,29:55,9,16,.563,0,0,,1,2,.500,8,12,20,2,2,4,2,3,19,+24,DET,320
Reggie Jackson,27:03,7,12,.583,6,8,.750,0,0,,0,0,0,2,1,0,1,0,20,+15,DET,320
Glenn Robinson,13:07,0,3,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+6,DET,320
Ish Smith,25:30,5,12,.417,1,4,.250,1,1,1.000,0,1,1,1,0,0,2,2,12,+11,DET,320
Bruce Brown,23:17,2,4,.500,0,1,.000,0,0,,1,2,3,2,0,1,0,2,4,-1,DET,320
Langston Galloway,19:50,2,10,.200,1,3,.333,0,0,,0,1,1,2,0,0,0,1,5,+6,DET,320
Stanley Johnson,19:00,2,9,.222,0,4,.000,4,4,1.000,1,5,6,1,0,0,2,2,8,-2,DET,320
Zaza Pachulia,18:04,1,2,.500,0,0,,2,2,1.000,2,7,9,2,2,0,1,1,4,-5,DET,320
Khyri Thomas,1:33,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0,DET,320
José Calderón,Did Not Play,,,,,,,,,,,,,,,,,,,,DET,320
Jon Leuer,Did Not Play,,,,,,,,,,,,,,,,,,,,DET,320
Justin Holiday,33:46,3,9,.333,2,6,.333,0,0,,0,4,4,7,3,1,0,0,8,-22,CHI,320
Zach LaVine,32:35,3,12,.250,0,0,,2,2,1.000,0,2,2,9,0,1,5,3,8,-17,CHI,320
Jabari Parker,31:03,6,16,.375,0,4,.000,0,2,.000,3,3,6,0,1,0,2,4,12,-23,CHI,320
Wendell Carter,29:05,11,18,.611,0,1,.000,6,7,.857,2,5,7,1,0,3,2,4,28,-24,CHI,320
Ryan Arcidiacono,26:48,2,6,.333,1,5,.200,0,0,,0,2,2,1,0,0,3,3,5,-19,CHI,320
Cameron Payne,25:11,3,9,.333,0,3,.000,2,2,1.000,1,5,6,5,0,0,0,2,8,-3,CHI,320
Chandler Hutchison,19:00,1,3,.333,0,1,.000,0,0,,0,6,6,1,0,0,1,1,2,+2,CHI,320
Shaquille Harrison,18:04,1,2,.500,0,0,,1,1,1.000,0,3,3,0,1,0,1,0,3,+6,CHI,320
Robin Lopez,17:40,4,5,.800,0,0,,0,0,,0,1,1,1,0,2,0,3,8,+7,CHI,320
Cristiano Felício,3:24,2,3,.667,0,0,,0,0,,1,2,3,0,0,0,1,0,4,-1,CHI,320
Antonio Blakeney,3:24,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-1,CHI,320
Ben Simmons,25:26,5,5,1.000,0,0,,3,3,1.000,1,7,8,10,1,0,6,3,13,+22,PHI,321
Jimmy Butler,25:24,5,13,.385,1,3,.333,0,0,,4,3,7,4,4,0,0,2,11,+19,PHI,321
Joel Embiid,22:18,5,12,.417,1,3,.333,5,10,.500,5,10,15,0,0,3,0,0,16,+30,PHI,321
Wilson Chandler,21:36,3,10,.300,1,4,.250,0,2,.000,2,2,4,0,1,1,2,2,7,+7,PHI,321
J.J. Redick,19:15,5,12,.417,1,5,.200,3,3,1.000,1,0,1,0,0,0,0,1,14,+11,PHI,321
Mike Muscala,32:01,2,9,.222,2,7,.286,6,7,.857,3,7,10,2,0,2,0,2,12,+9,PHI,321
Landry Shamet,27:22,5,9,.556,2,4,.500,0,0,,0,4,4,2,1,0,0,3,12,+4,PHI,321
T.J. McConnell,21:35,6,10,.600,1,2,.500,2,2,1.000,0,2,2,2,2,0,3,1,15,+13,PHI,321
Furkan Korkmaz,19:50,3,10,.300,1,6,.167,6,6,1.000,0,2,2,5,1,0,0,1,13,+13,PHI,321
Amir Johnson,14:42,2,4,.500,1,2,.500,0,0,,1,4,5,1,0,0,1,1,5,-4,PHI,321
Shake Milton,10:31,2,4,.500,1,2,.500,0,0,,0,0,0,2,1,1,0,1,5,+1,PHI,321
John Wall,25:23,4,15,.267,1,3,.333,2,2,1.000,1,2,3,7,3,0,2,2,11,-19,WAS,321
Kelly Oubre,23:19,2,10,.200,1,4,.250,1,2,.500,1,5,6,0,0,0,0,1,6,-30,WAS,321
Jeff Green,21:53,1,2,.500,0,0,,2,2,1.000,0,3,3,0,0,1,1,2,4,-11,WAS,321
Bradley Beal,19:21,6,13,.462,2,5,.400,5,5,1.000,0,0,0,1,2,0,1,3,19,-8,WAS,321
Thomas Bryant,18:42,5,7,.714,0,1,.000,2,2,1.000,1,6,7,0,1,1,1,0,12,-9,WAS,321
Austin Rivers,29:24,6,10,.600,3,6,.500,0,2,.000,0,2,2,1,1,1,1,2,15,-14,WAS,321
Tomáš Satoranský,22:37,4,7,.571,0,0,,0,0,,0,0,0,7,2,0,2,2,8,-6,WAS,321
Markieff Morris,22:07,1,10,.100,0,5,.000,0,0,,3,4,7,1,0,0,4,2,2,-18,WAS,321
Troy Brown,20:57,2,7,.286,0,1,.000,2,2,1.000,0,6,6,5,0,0,2,2,6,-3,WAS,321
Devin Robinson,14:42,3,6,.500,0,0,,2,2,1.000,2,4,6,0,1,1,0,2,8,+4,WAS,321
Jason Smith,12:00,2,3,.667,1,2,.500,0,0,,0,2,2,0,0,0,1,0,5,+3,WAS,321
Ian Mahinmi,9:35,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,2,2,-14,WAS,321
D'Angelo Russell,45:29,10,27,.370,5,14,.357,1,2,.500,0,1,1,8,3,1,8,2,26,-1,BRK,322
Spencer Dinwiddie,42:51,5,14,.357,2,8,.250,3,4,.750,0,2,2,5,0,0,2,5,15,-16,BRK,322
Jarrett Allen,38:37,5,5,1.000,0,0,,5,6,.833,3,9,12,5,1,1,3,5,15,-12,BRK,322
Rondae Hollis-Jefferson,38:09,6,11,.545,0,1,.000,3,4,.750,2,1,3,1,0,0,1,3,15,-11,BRK,322
Allen Crabbe,23:03,3,8,.375,3,6,.500,0,0,,0,4,4,3,0,0,0,4,9,-9,BRK,322
DeMarre Carroll,38:44,7,10,.700,4,6,.667,3,4,.750,1,11,12,1,1,0,1,3,21,0,BRK,322
Shabazz Napier,24:22,4,14,.286,2,7,.286,8,8,1.000,0,6,6,2,1,1,1,2,18,+5,BRK,322
Jared Dudley,19:50,0,2,.000,0,2,.000,0,0,,0,2,2,1,1,0,0,4,0,+5,BRK,322
Ed Davis,18:55,2,3,.667,0,0,,2,2,1.000,5,4,9,0,0,1,0,0,6,+9,BRK,322
Treveon Graham,Did Not Dress,,,,,,,,,,,,,,,,,,,,BRK,322
Rodions Kurucs,Did Not Play,,,,,,,,,,,,,,,,,,,,BRK,322
Kenneth Faried,Did Not Play,,,,,,,,,,,,,,,,,,,,BRK,322
Marc Gasol,46:47,6,9,.667,2,4,.500,1,2,.500,0,15,15,5,2,3,5,4,15,+7,MEM,322
Mike Conley,45:41,13,25,.520,2,7,.286,9,9,1.000,0,5,5,10,0,1,3,3,37,+9,MEM,322
Jaren Jackson,43:13,13,22,.591,3,7,.429,7,7,1.000,3,5,8,2,0,0,1,4,36,+13,MEM,322
Garrett Temple,42:37,6,9,.667,1,2,.500,0,0,,0,1,1,2,3,1,2,5,13,+7,MEM,322
Kyle Anderson,24:57,3,7,.429,0,0,,0,0,,4,3,7,4,1,1,0,1,6,+5,MEM,322
Shelvin Mack,34:11,2,11,.182,2,5,.400,1,2,.500,0,2,2,3,1,0,1,1,7,+9,MEM,322
JaMychal Green,25:54,5,10,.500,1,2,.500,0,0,,2,2,4,0,1,0,5,1,11,-9,MEM,322
Omri Casspi,15:15,0,2,.000,0,0,,1,2,.500,2,1,3,1,0,0,0,1,1,-3,MEM,322
MarShon Brooks,11:25,2,6,.333,1,3,.333,0,0,,0,0,0,0,0,0,0,3,5,-8,MEM,322
Ivan Rabb,Did Not Play,,,,,,,,,,,,,,,,,,,,MEM,322
D.J. Stephens,Did Not Play,,,,,,,,,,,,,,,,,,,,MEM,322
Chandler Parsons,Did Not Play,,,,,,,,,,,,,,,,,,,,MEM,322
Wayne Selden,Did Not Play,,,,,,,,,,,,,,,,,,,,MEM,322
Josh Richardson,35:57,8,22,.364,3,10,.300,1,2,.500,0,2,2,1,3,1,2,3,20,-7,MIA,323
Wayne Ellington,33:59,2,7,.286,1,6,.167,1,3,.333,1,3,4,2,1,0,1,4,6,-10,MIA,323
Rodney McGruder,27:09,5,11,.455,0,2,.000,1,1,1.000,2,3,5,1,2,0,0,4,11,+12,MIA,323
Hassan Whiteside,20:10,6,8,.750,0,0,,0,2,.000,3,5,8,3,1,2,1,2,12,-8,MIA,323
James Johnson,19:24,2,6,.333,1,1,1.000,3,4,.750,0,1,1,3,1,0,2,3,8,-9,MIA,323
Bam Adebayo,27:50,4,5,.800,0,0,,0,0,,4,7,11,3,0,1,1,2,8,+13,MIA,323
Dwyane Wade,26:47,6,15,.400,2,5,.400,4,6,.667,1,4,5,6,0,0,1,1,18,+5,MIA,323
Kelly Olynyk,25:04,4,8,.500,3,6,.500,2,2,1.000,2,5,7,2,2,0,1,3,13,+20,MIA,323
Justise Winslow,23:40,3,11,.273,1,3,.333,3,4,.750,0,3,3,1,0,0,1,2,10,+9,MIA,323
Udonis Haslem,Did Not Play,,,,,,,,,,,,,,,,,,,,MIA,323
Tyler Johnson,Did Not Dress,,,,,,,,,,,,,,,,,,,,MIA,323
Derrick Jones,Did Not Dress,,,,,,,,,,,,,,,,,,,,MIA,323
Anthony Davis,41:00,15,23,.652,2,5,.400,9,10,.900,1,8,9,2,1,4,2,2,41,+9,NOP,323
Jrue Holiday,40:01,8,20,.400,0,5,.000,5,5,1.000,1,3,4,8,0,1,3,3,21,+5,NOP,323
Nikola Mirotić,29:01,5,11,.455,3,9,.333,2,2,1.000,0,4,4,1,2,1,2,1,15,-10,NOP,323
E'Twaun Moore,25:41,2,10,.200,0,1,.000,2,2,1.000,2,2,4,1,1,0,1,3,6,0,NOP,323
Tim Frazier,24:27,1,2,.500,1,1,1.000,3,4,.750,2,4,6,9,0,0,1,3,6,+12,NOP,323
Julius Randle,25:58,2,6,.333,0,1,.000,4,6,.667,2,8,10,2,0,1,4,2,8,-14,NOP,323
Solomon Hill,19:02,1,2,.500,0,1,.000,0,0,,3,3,6,1,0,0,2,4,2,-14,NOP,323
Ian Clark,13:49,1,4,.250,0,3,.000,0,0,,0,1,1,1,0,0,0,0,2,-6,NOP,323
Darius Miller,7:43,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,2,0,-6,NOP,323
Wesley Johnson,7:34,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,1,0,1,0,-9,NOP,323
Cheick Diallo,5:44,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+8,NOP,323
Kenrich Williams,Did Not Play,,,,,,,,,,,,,,,,,,,,NOP,323
Jahlil Okafor,Did Not Play,,,,,,,,,,,,,,,,,,,,NOP,323
Steven Adams,31:44,3,7,.429,0,0,,0,0,,3,10,13,3,3,1,2,2,6,+8,OKC,324
Russell Westbrook,30:44,8,15,.533,2,4,.500,5,6,.833,1,8,9,10,1,0,5,4,23,+18,OKC,324
Paul George,28:32,6,14,.429,3,8,.375,5,5,1.000,0,5,5,3,2,0,3,4,20,+5,OKC,324
Jerami Grant,26:42,2,5,.400,1,3,.333,0,0,,0,3,3,1,0,1,1,3,5,+15,OKC,324
Álex Abrines,25:50,7,11,.636,7,11,.636,0,0,,0,2,2,1,0,0,0,2,21,+6,OKC,324
Dennis Schröder,28:18,8,15,.533,2,6,.333,0,0,,0,3,3,8,0,2,5,4,18,+20,OKC,324
Patrick Patterson,21:18,4,9,.444,3,8,.375,2,2,1.000,0,1,1,3,3,0,1,1,13,0,OKC,324
Deonte Burton,19:40,1,2,.500,0,0,,0,0,,0,1,1,1,0,1,3,2,2,+10,OKC,324
Nerlens Noel,16:16,6,7,.857,0,0,,2,2,1.000,3,4,7,0,3,2,0,1,14,+7,OKC,324
Abdel Nader,9:07,1,3,.333,0,1,.000,0,0,,0,2,2,0,0,0,0,1,2,-7,OKC,324
Timothé Luwawu-Cabarrot,1:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7,OKC,324
Hamidou Diallo,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,324
Raymond Felton,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,324
Taurean Waller-Prince,33:43,6,12,.500,2,5,.400,1,3,.333,0,3,3,2,2,1,3,1,15,-6,ATL,324
John Collins,32:47,9,15,.600,0,3,.000,1,1,1.000,4,7,11,1,0,1,1,0,19,-8,ATL,324
Trae Young,28:29,4,15,.267,0,3,.000,1,3,.333,1,3,4,8,0,0,2,1,9,-17,ATL,324
Kevin Huerter,25:18,2,3,.667,1,2,.500,0,0,,1,5,6,4,2,0,3,1,5,0,ATL,324
Dewayne Dedmon,17:25,1,5,.200,0,2,.000,0,0,,0,4,4,0,4,0,4,2,2,-4,ATL,324
Alex Len,23:13,7,14,.500,3,6,.500,2,2,1.000,4,1,5,1,0,1,1,4,19,-10,ATL,324
Kent Bazemore,22:42,3,10,.300,1,6,.167,1,2,.500,0,4,4,4,4,0,2,1,8,-15,ATL,324
DeAndre' Bembry,19:17,3,4,.750,1,2,.500,1,3,.333,0,1,1,3,1,0,2,0,8,-7,ATL,324
Omari Spellman,15:13,2,5,.400,2,3,.667,1,2,.500,2,0,2,0,0,0,1,0,7,-7,ATL,324
Justin Anderson,11:00,2,6,.333,1,3,.333,2,2,1.000,0,0,0,2,1,0,1,2,7,-7,ATL,324
Miles Plumlee,6:55,2,3,.667,0,0,,2,2,1.000,1,0,1,0,1,0,0,0,6,+1,ATL,324
Tyler Dorsey,3:58,2,4,.500,0,1,.000,0,0,,1,0,1,1,0,0,1,0,4,+5,ATL,324
Vince Carter,Did Not Play,,,,,,,,,,,,,,,,,,,,ATL,324
LaMarcus Aldridge,30:11,7,16,.438,0,0,,6,6,1.000,4,2,6,0,0,2,0,2,20,-27,SAS,325
DeMar DeRozan,26:58,5,13,.385,0,0,,8,10,.800,1,1,2,5,2,0,4,2,18,-26,SAS,325
Rudy Gay,25:16,4,8,.500,1,2,.500,0,0,,1,7,8,1,0,0,0,2,9,-31,SAS,325
Bryn Forbes,20:55,4,8,.500,2,5,.400,0,0,,0,0,0,2,0,0,1,2,10,-29,SAS,325
Dante Cunningham,17:58,0,1,.000,0,1,.000,0,0,,0,5,5,1,0,1,1,1,0,-11,SAS,325
Derrick White,33:08,5,8,.625,1,3,.333,0,0,,1,4,5,9,0,0,2,1,11,-10,SAS,325
Patty Mills,21:02,2,7,.286,2,6,.333,0,0,,0,4,4,2,0,0,0,2,6,-15,SAS,325
Dāvis Bertāns,18:13,3,5,.600,2,4,.500,0,0,,0,2,2,1,0,0,1,1,8,-3,SAS,325
Marco Belinelli,15:56,4,9,.444,2,5,.400,0,0,,0,2,2,0,1,1,1,1,10,-7,SAS,325
Jakob Poeltl,13:01,2,3,.667,0,0,,0,0,,0,3,3,1,0,0,1,1,4,-3,SAS,325
Quincy Pondexter,12:00,0,2,.000,0,2,.000,3,4,.750,0,1,1,0,1,0,1,2,3,+5,SAS,325
Chimezie Metu,5:22,3,6,.500,0,0,,0,0,,2,1,3,2,0,0,1,1,6,+2,SAS,325
Clint Capela,29:32,12,16,.750,0,0,,3,4,.750,8,4,12,1,1,4,0,4,27,+31,HOU,325
Chris Paul,27:42,5,13,.385,2,7,.286,2,2,1.000,1,4,5,10,1,0,0,1,14,+28,HOU,325
James Harden,27:35,9,20,.450,3,11,.273,2,2,1.000,1,6,7,10,0,1,2,4,23,+33,HOU,325
P.J. Tucker,24:19,3,4,.750,2,3,.667,2,2,1.000,0,7,7,1,2,0,0,2,10,+23,HOU,325
James Ennis,12:21,1,2,.500,0,1,.000,0,0,,0,0,0,1,1,0,0,5,2,+13,HOU,325
Eric Gordon,25:45,8,16,.500,7,11,.636,3,4,.750,1,2,3,2,0,0,0,0,26,+17,HOU,325
Gerald Green,24:29,4,11,.364,3,9,.333,0,0,,0,3,3,3,2,0,1,1,11,+7,HOU,325
Danuel House,24:21,2,4,.500,2,4,.500,2,2,1.000,2,3,5,1,0,0,0,2,8,+6,HOU,325
Gary Clark,18:05,1,5,.200,1,4,.250,0,0,,0,4,4,0,2,0,0,0,3,+5,HOU,325
Marquese Chriss,13:55,2,5,.400,1,3,.333,0,0,,0,3,3,1,0,0,2,1,5,-2,HOU,325
Michael Carter-Williams,8:49,2,2,1.000,1,1,1.000,2,4,.500,0,0,0,2,0,1,0,2,7,-3,HOU,325
Isaiah Hartenstein,3:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,HOU,325
Nenê Hilário,Did Not Play,,,,,,,,,,,,,,,,,,,,HOU,325
Josh Jackson,38:14,5,21,.238,0,4,.000,0,1,.000,0,9,9,7,1,0,1,1,10,-14,PHO,326
Trevor Ariza,33:40,4,6,.667,1,3,.333,1,1,1.000,1,3,4,3,2,0,2,2,10,-10,PHO,326
Deandre Ayton,31:37,9,16,.563,0,0,,1,2,.500,2,4,6,2,0,0,1,2,19,-17,PHO,326
Elie Okobo,28:55,4,11,.364,1,4,.250,0,0,,1,3,4,2,1,0,0,3,9,+2,PHO,326
Mikal Bridges,19:58,1,5,.200,0,3,.000,0,0,,0,1,1,2,0,0,1,1,2,-10,PHO,326
Jamal Crawford,30:46,5,13,.385,3,6,.500,5,6,.833,0,2,2,4,0,0,2,1,18,-10,PHO,326
Ryan Anderson,20:14,1,4,.250,0,3,.000,0,0,,2,2,4,1,0,0,1,0,2,-2,PHO,326
Richaun Holmes,16:23,2,2,1.000,0,0,,3,4,.750,3,6,9,0,0,0,0,1,7,+3,PHO,326
Troy Daniels,15:57,3,6,.500,2,5,.400,0,0,,0,1,1,0,1,0,4,3,8,-2,PHO,326
De'Anthony Melton,4:16,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-10,PHO,326
Devin Booker,Did Not Dress,,,,,,,,,,,,,,,,,,,,PHO,326
Dragan Bender,Did Not Play,,,,,,,,,,,,,,,,,,,,PHO,326
Aaron Gordon,34:03,8,12,.667,1,4,.250,1,1,1.000,1,5,6,3,1,0,1,1,18,+11,ORL,326
Evan Fournier,32:12,2,8,.250,1,4,.250,2,3,.667,0,5,5,4,1,0,3,4,7,+18,ORL,326
Nikola Vučević,31:54,11,20,.550,2,5,.400,1,2,.500,1,14,15,3,1,1,2,3,25,+15,ORL,326
D.J. Augustin,28:44,6,9,.667,1,3,.333,3,3,1.000,1,2,3,6,0,0,2,0,16,+9,ORL,326
Jonathon Simmons,20:27,2,7,.286,0,2,.000,0,0,,1,3,4,1,2,0,1,0,4,-10,ORL,326
Terrence Ross,30:49,7,15,.467,2,6,.333,5,7,.714,0,1,1,1,0,1,1,1,21,+11,ORL,326
Jonathan Isaac,26:29,1,4,.250,0,1,.000,0,0,,1,2,3,3,1,1,1,3,2,+12,ORL,326
Jerian Grant,19:16,1,2,.500,1,1,1.000,1,2,.500,0,2,2,1,0,0,0,2,4,+5,ORL,326
Mohamed Bamba,16:06,1,5,.200,0,1,.000,0,0,,3,2,5,1,1,2,1,2,2,-1,ORL,326
Isaiah Briscoe,Did Not Play,,,,,,,,,,,,,,,,,,,,ORL,326
Wesley Iwundu,Did Not Play,,,,,,,,,,,,,,,,,,,,ORL,326
Khem Birch,Did Not Play,,,,,,,,,,,,,,,,,,,,ORL,326
Jarell Martin,Did Not Play,,,,,,,,,,,,,,,,,,,,ORL,326
Brandon Ingram,40:05,7,16,.438,0,1,.000,5,8,.625,0,4,4,4,1,0,2,5,19,+9,LAL,327
Kyle Kuzma,36:56,4,12,.333,3,7,.429,4,7,.571,0,12,12,6,0,0,2,1,15,+13,LAL,327
LeBron James,31:19,12,21,.571,2,4,.500,2,4,.500,2,3,5,4,0,1,4,3,28,+10,LAL,327
Lonzo Ball,28:18,4,9,.444,1,5,.200,1,2,.500,1,0,1,4,5,0,5,6,10,-6,LAL,327
JaVale McGee,20:22,3,5,.600,0,0,,0,0,,0,7,7,0,1,1,1,6,6,-3,LAL,327
Kentavious Caldwell-Pope,24:13,2,7,.286,1,6,.167,8,10,.800,0,3,3,1,0,0,0,4,13,+10,LAL,327
Josh Hart,23:05,2,5,.400,1,4,.250,0,0,,0,1,1,1,0,1,0,1,5,+10,LAL,327
Tyson Chandler,22:10,6,6,1.000,0,0,,1,1,1.000,5,7,12,0,1,0,0,2,13,+13,LAL,327
Lance Stephenson,5:32,1,3,.333,0,1,.000,0,0,,1,0,1,1,0,0,1,0,2,+3,LAL,327
Michael Beasley,4:58,0,0,,0,0,,0,0,,0,1,1,1,0,0,2,0,0,+1,LAL,327
Sviatoslav Mykhailiuk,1:59,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,-3,LAL,327
Moritz Wagner,1:03,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-2,LAL,327
Ivica Zubac,Did Not Play,,,,,,,,,,,,,,,,,,,,LAL,327
Harrison Barnes,34:10,9,17,.529,4,6,.667,7,9,.778,1,4,5,2,2,0,1,1,29,-6,DAL,327
Luka Dončić,31:43,2,13,.154,0,5,.000,2,3,.667,0,6,6,5,3,2,3,3,6,-8,DAL,327
DeAndre Jordan,30:15,3,5,.600,0,0,,2,2,1.000,4,8,12,1,0,1,3,4,8,-5,DAL,327
Wesley Matthews,29:13,4,7,.571,2,4,.500,1,2,.500,1,3,4,3,0,1,1,4,11,-12,DAL,327
Dennis Smith,27:59,5,14,.357,1,6,.167,2,2,1.000,0,3,3,3,0,0,5,3,13,-4,DAL,327
Dorian Finney-Smith,23:12,2,5,.400,1,4,.250,0,0,,0,3,3,0,3,0,2,3,5,+1,DAL,327
Devin Harris,20:30,1,4,.250,1,4,.250,1,2,.500,1,1,2,0,0,0,0,2,4,-22,DAL,327
J.J. Barea,17:25,3,9,.333,1,5,.200,1,2,.500,0,1,1,3,1,0,0,0,8,-14,DAL,327
Dwight Powell,16:56,5,9,.556,0,3,.000,7,8,.875,1,6,7,2,0,0,1,5,17,-2,DAL,327
Ryan Broekhoff,3:25,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,+3,DAL,327
Jalen Brunson,2:36,0,1,.000,0,0,,2,4,.500,1,0,1,1,0,0,0,0,2,+7,DAL,327
Salah Mejri,2:36,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,+7,DAL,327
Maxi Kleber,Did Not Dress,,,,,,,,,,,,,,,,,,,,DAL,327
Damian Lillard,39:44,6,16,.375,3,8,.375,0,0,,0,1,1,8,0,0,1,1,15,-4,POR,328
CJ McCollum,37:51,14,21,.667,0,4,.000,5,5,1.000,1,3,4,1,1,1,3,5,33,+4,POR,328
Al-Farouq Aminu,28:59,7,9,.778,2,4,.500,4,4,1.000,0,7,7,1,1,0,1,1,20,+5,POR,328
Jusuf Nurkić,28:51,7,15,.467,0,1,.000,3,5,.600,5,6,11,1,2,2,1,3,17,0,POR,328
Maurice Harkless,14:02,1,4,.250,0,1,.000,0,0,,1,2,3,0,2,0,2,2,2,0,POR,328
Evan Turner,26:48,1,2,.500,0,0,,0,2,.000,0,7,7,4,1,1,4,3,2,-6,POR,328
Meyers Leonard,26:14,4,7,.571,1,2,.500,2,3,.667,1,3,4,3,0,1,1,3,11,-1,POR,328
Seth Curry,16:37,2,3,.667,0,0,,0,0,,1,0,1,0,0,0,0,0,4,+4,POR,328
Zach Collins,11:23,2,5,.400,0,1,.000,1,1,1.000,3,2,5,1,0,1,0,4,5,-8,POR,328
Nik Stauskas,9:31,1,3,.333,0,1,.000,1,1,1.000,0,1,1,0,0,0,1,1,3,+1,POR,328
Jake Layman,Did Not Play,,,,,,,,,,,,,,,,,,,,POR,328
Caleb Swanigan,Did Not Play,,,,,,,,,,,,,,,,,,,,POR,328
Wade Baldwin,Did Not Play,,,,,,,,,,,,,,,,,,,,POR,328
Gary Harris,36:28,9,21,.429,4,10,.400,5,6,.833,0,3,3,3,1,0,1,4,27,0,DEN,328
Paul Millsap,36:24,9,16,.563,2,3,.667,2,2,1.000,5,5,10,4,4,0,3,5,22,+9,DEN,328
Jamal Murray,35:36,2,13,.154,1,4,.250,5,7,.714,0,2,2,7,1,0,2,1,10,+6,DEN,328
Nikola Jokić,32:03,7,12,.583,0,2,.000,1,1,1.000,3,3,6,7,1,1,1,3,15,+2,DEN,328
Juan Hernangómez,28:35,2,4,.500,2,2,1.000,3,4,.750,2,9,11,1,0,1,2,1,9,+9,DEN,328
Monte Morris,30:06,7,8,.875,2,3,.667,0,0,,1,3,4,2,0,0,1,1,16,-6,DEN,328
Mason Plumlee,14:14,1,3,.333,0,0,,1,2,.500,2,1,3,3,2,1,0,3,3,-7,DEN,328
Malik Beasley,13:15,1,2,.500,1,1,1.000,0,0,,0,0,0,0,1,0,0,1,3,-6,DEN,328
Trey Lyles,12:46,2,7,.286,2,4,.500,2,4,.500,0,2,2,1,1,0,1,2,8,0,DEN,328
Torrey Craig,0:33,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,DEN,328
Tyler Lydon,Did Not Play,,,,,,,,,,,,,,,,,,,,DEN,328
Brandon Goodwin,Did Not Play,,,,,,,,,,,,,,,,,,,,DEN,328
Tim Hardaway,47:05,8,22,.364,3,8,.375,2,4,.500,0,4,4,8,0,0,3,2,21,+10,NYK,329
Emmanuel Mudiay,35:45,10,18,.556,4,5,.800,4,5,.800,0,3,3,7,1,0,3,2,28,-3,NYK,329
Noah Vonleh,35:04,6,6,1.000,3,3,1.000,0,0,,0,5,5,1,1,0,2,6,15,-4,NYK,329
Enes Kanter,26:54,4,6,.667,0,0,,0,1,.000,1,6,7,2,0,0,1,2,8,-4,NYK,329
Mario Hezonja,12:08,1,2,.500,0,0,,0,0,,0,2,2,2,1,0,2,1,2,-6,NYK,329
Kevin Knox,36:49,9,20,.450,5,12,.417,3,5,.600,0,4,4,4,1,1,2,3,26,+5,NYK,329
Damyean Dotson,33:22,7,9,.778,5,5,1.000,2,2,1.000,1,4,5,1,1,0,0,1,21,+15,NYK,329
Mitchell Robinson,19:42,3,4,.750,0,0,,0,1,.000,4,1,5,0,0,1,1,6,6,-1,NYK,329
Allonzo Trier,17:14,3,8,.375,0,1,.000,3,3,1.000,0,6,6,5,0,0,2,0,9,+1,NYK,329
Trey Burke,0:56,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,NYK,329
Luke Kornet,0:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,NYK,329
Courtney Lee,Did Not Play,,,,,,,,,,,,,,,,,,,,NYK,329
Frank Ntilikina,Did Not Play,,,,,,,,,,,,,,,,,,,,NYK,329
Giannis Antetokounmpo,41:50,10,17,.588,0,1,.000,13,16,.813,3,16,19,7,3,2,6,2,33,-6,MIL,329
Malcolm Brogdon,36:46,9,12,.750,4,5,.800,0,0,,2,4,6,4,1,0,2,4,22,-26,MIL,329
Eric Bledsoe,36:38,11,18,.611,3,6,.500,2,2,1.000,3,2,5,7,2,0,2,2,27,-1,MIL,329
Brook Lopez,28:04,5,11,.455,3,7,.429,0,2,.000,2,7,9,1,1,2,3,5,13,+8,MIL,329
Khris Middleton,18:31,3,11,.273,3,6,.500,1,2,.500,0,4,4,2,1,0,1,1,10,-9,MIL,329
Pat Connaughton,36:29,0,5,.000,0,3,.000,2,2,1.000,0,2,2,5,1,0,0,3,2,+13,MIL,329
